Unnamed: 0,ID,Sentence,Readability_Level_19,Unnamed: 3,عدد الكلمات,تهجئة/إملاء,تصريف واشتقاق,تراكيب نحوية,مفردات,فكرة / محتوى,ملاحظات,99,annotator,reasoning_round,98,95,100,Unnamed: 11,Orthography,word count,Morphology,syntactic,vocab,content
10,10102780004,الشمس جاءت، يا هلا,9,غير موجود,,,,المنادى,,,,1.0,Samar,1.0,,,,,,,,S,,
11,10200350013,في الصلاة الرباعية أجلس بعد السجود الثاني لقراءة  (أ) التشهد  (ب) الصلاة الابراهيمية  (ج) الفاتحة,12,غير موجود,,,,,مفردات فصيحة - سامر ٣,,,1.0,Samar,1.0,,,,,,,,,V,
12,10200760010,فلز يستخدم في صناعة الأجهزة الكهربائية:  (أ) الجرمانيوم  (ب) البوتاسيوم  (ج) الفسفور  (د) الزنك,14,غير موجود,,,,,مفردات قانونية، علمية، دينية، سياسية،... غير متخصصة/عامة,,,1.0,Samar,1.0,,,,,,,,,V,
13,10200930007,النبتة الوطنیة لفلسطين هي  (أ) سوسنة فقوعة  (ب) الورد الجوري  (ج) عصا الراعي,8,غير موجود,,,,,مفردات فصيحة - سامر ١ و سامر ٢,,,1.0,Samar,1.0,,,,,,,,,V,
14,10300390029,مدرسة الصفوة الداخلية للفتيات,6,غير موجود,,كلمات من ٥ مقاطع (بدون حساب حركات الإعراب),,,,,,1.0,Samar,1.0,,,,,O,,,,,
15,10300420003,تُرَى مَنْ يَرْفُضُ أَنْ يَكُونَ حَامِلًا لِأَخْبَارٍ تَجْلِبُ السَّعَادَةَ؟,10,غير موجود,,,المبني للمجهول,كان وأخواتها,,,,1.0,Samar,1.0,,,,,,,M,S,,
16,10300540019,لاحظت جو أن خف أمها عتيق وبالٍ، وقالت: «لا بد أن نأتي بخف جديد لأمِّنا مارمي.»,12,غير موجود,,,,,مفردات فصيحة - سامر ٣,,,1.0,Samar,1.0,,,,,,,,,V,
17,10400030038,أَنْطِقُ وَأُلَوِّنُ الْحَرْفَ الْأَخيرَ الَّذي لَهُ صَوْتٌ مُشابِهٌ وَفْقَ الْمِثالِ الْآتي:,10,غير موجود,,,,,أسماء الوصل المفردة,,,1.0,Samar,1.0,,,,,,,,,V,
18,10400060048,ماذا يَحْدُثُ إِذا لَمْ تَجِدِ الْحَيَواناتُ طَعامًا تَأْكُلُهُ؟,8,غير موجود,,,,,أحرف النفي,,,1.0,Samar,1.0,,,,,,,,,V,
19,10400130095,أَسْتَمِعُ إِلى الْأُنْشودَةِ بِانْتِباهٍ؛ لِأَتَمَكَّنَ مِنْ مُحاكاتِها:,12,غير موجود,,,,,مفردات فصيحة - سامر ٣,,,1.0,Samar,1.0,,,,,,,,,V,
20,10400170113,نَكْتُبُ الأَسْبابَ المُحْتَمَلَةَ لِلنَّتائِجِ الآتِيَةِ:,12,غير موجود,,,,,آخر - مفردات,,,1.0,Samar,1.0,,,,,,,,,V,
21,10400210085,يُقَدِّمُ أَمْثِلَةً عَلى السِّلَعِ وَالخِدْماتِ.,7,غير موجود,,,جمع التكسير,,,,,1.0,Samar,1.0,,,,,,,M,,,
22,10400240029,يُفَسِّرُ المُتَعَلِّمُ الكَلِماتِ مُسْتَخْدِمًا المُعْجَمَ المُبَسَّطَ المُصَوَّرَ.,7,غير موجود,,,,حال,,,,1.0,Samar,1.0,,,,,,,,S,,
23,10400240072,قَوْسُ المَطَرِ جِسْرٌ مُلَوَّنٌ.,3,غير موجود,٤ هو أعلى عدد كلمات مطبعية غير متكررة بدون علامات الترقيم,كلمات من ٣ مقاطع (بدون حساب حركات الإعراب),سوابق: ال التعريف,,,,,1.0,Samar,1.0,,,,,O,W,M,,,
24,10400370168,فائِدَةٌ لُغَوِيَّةٌ,11,غير موجود,,,,آخر - تراكيب نحوية,,,,1.0,Samar,1.0,,,,,,,,S,,
25,10400410048,قالَ تَعالَى: [الْبَقْرَةِ],7,غير موجود,,أفعال/أسماء معتلة الآخر,,,,,,1.0,Samar,1.0,,,,,O,,,,,
26,10500050044,في اليوم الأول,5,غير موجود,,,,,العدد الترتيبي,,,1.0,Samar,1.0,,,,,,,,,V,
27,10500310034,ولكن ما أظنني سأفعل..,10,غير موجود,,,,كان وأخواتها,,,,1.0,Samar,1.0,,,,,,,,S,,
28,10500330034,فكر أنور في ذهاب العملاق وقال لنفسه: ماذا لو زرت غرف البيت أولًا؟,10,غير موجود,,,,جملة الصلة وجملة الصفة- جملة الحال-جملة المفعول به,,,,1.0,Samar,1.0,,,,,,,,S,,
29,10500390028,وهو من أخلص رجالنا، وعلى اتصال دائم بنا بالرسائل التي يبعث بها عن طريق الحمام الزاجل..,11,غير موجود,٢٠ هو أعلى عدد كلمات مطبعية غير متكررة بدون علامات الترقيم,,,,,,,1.0,Samar,1.0,,,,,,W,,,,
30,10500400032,كان العم ‹‹مبروك›› يستيقظ قبل الفجر..,10,غير موجود,,,,كان وأخواتها,,,,1.0,Samar,1.0,,,,,,,,S,,
31,10500490043,فاذهب الآن يا (كاو).. وابحث عن (ماو).. وهاته معك..,12,غير موجود,,,,,اسم الفعل : إيهِ - صَهْ - آمين - حَيَّ - هَاؤُم - هاكَ - هَيَّا - هيتَ - هَلُمَّ إلى - مَهْ - رويدَكَ,,,1.0,Samar,1.0,,,,,,,,,V,
32,10700030162,الطقس غائم وبارد وغير مستقر.,8,غير موجود,,,,,أحرف النفي,,,1.0,Samar,1.0,,,,,,,,,V,
33,10800030022,مَنْ صوتُهُ الخُوارُ     هل يا ترى الحمارُ؟,10,غير موجود,,,المبني للمجهول,,,,,1.0,Samar,1.0,,,,,,,M,,,
34,20100280023,كانت غلة الحبوب والحنطة قليلة مقارنةً بتلك المنتجة في مزارع أوروبا الغربية، مما أدى إلى إجبار جميع السكان تقريباً على العمل في المزارع، باستثناء جزء صغير منهم عاشوا في المدن.,12,غير موجود,لا حد لعدد الكلمات المطبعية,,,,مفردات فصيحة - سامر ٣,,,1.0,Samar,1.0,,,,,,W,,,V,
35,20100390007,كما قُدِّر لِلعُثمانيين أن يفتتحوا القسطنطينية سنة 1453م، ويُسقطوا الإمبراطوريَّة البيزنطيَّة بعد أن عاشت أحد عشر قرنًا ونيفًا، وذلك تحت قيادة السُلطان محمد الفاتح.,14,غير موجود,,,,,مفردات قانونية، علمية، دينية، سياسية،... غير متخصصة/عامة,,,1.0,Samar,1.0,,,,,,,,,V,
36,20100920015,كانت هناك محاولات متواضعة من مستشرقين إيطاليين ودنماركيين في القرن السادس عشر إلا أنها لم تكن مثمرة.,15,غير موجود,,,,,المفردات المتخصصة التي لا تكفي معرفة الكلمة وحدها لفهمها، وإنما يحتاج إلى معرفة الفكرة/المفهوم لفهمها,,,1.0,Samar,1.0,,,,,,,,,V,
37,20101590025,كما قادهم للفوز في النسخة الافتتاحية من دوري الأمم الأوروبية في عام 2019، وحصل لاحقًا على الحذاء الذهبي كأفضل هداف في بطولة أمم أوروبا 2020.,14,غير موجود,,,,,مفردات قانونية، علمية، دينية، سياسية،... غير متخصصة/عامة,,,1.0,Samar,1.0,,,,,,,,,V,
38,20200340010,ما هو الهرمون الذي يفتقر إليه مرضى السكر؟  (أ) الانثولين  (ب) البوتاسيوم  (ج) الانثولين  (د) الأنسولين,14,غير موجود,,,,,مفردات قانونية، علمية، دينية، سياسية،... غير متخصصة/عامة,,,1.0,Samar,1.0,,,,,,,,,V,
39,20200340018,ما هي عاصمة النمسا؟  (أ) كانبيرا  (ب) فينا  (ج) ريغا  (د) صوفي,12,غير موجود,,,,,مفردات فصيحة - سامر ٣,,,1.0,Samar,1.0,,,,,,,,,V,
40,20200540010,تعرف المرتفعات الغربية في أمريكا الشمالية بجبال  (أ) الأبلاش  (ب) روكي  (ج) سيرانيفادا,12,غير موجود,,,,,آخر - مفردات,,,1.0,Samar,1.0,,,,,,,,,V,
41,20200540017,تشرق الشمس على الأردن ……. يوم بالسنة.  (أ) ثلاثمئة  (ب) أربعمئة  (ج) خمسمئة,10,غير موجود,,,,,,,لا يوجد مبرر لمستوى ي يجب أن تكون و,0.0,Samar,1.0,,,,,,,,,,
42,20201100004,انتصر المماليك على المغول في معركة :-  (أ) الريدانية  (ب) حطين  (ج) مرج دابق  (د) عين جالوت,14,غير موجود,,,,,مفردات قانونية، علمية، دينية، سياسية،... غير متخصصة/عامة,,,1.0,Samar,1.0,,,,,,,,,V,
43,20300150077,وظهر في واحدة منها وهو يعظ مجموعة من الحيوانات الوديعة المنتبهة، أرانب، وظبي، وسنجاب، وطائر عقعق في      أرضٍ مقطوعة الأشجار.,12,غير موجود,لا حد لعدد الكلمات المطبعية,,,,مفردات فصيحة - سامر ٣,,,1.0,Samar,1.0,,,,,,W,,,V,
44,20300170006,الغريب أن بريق الشهرة الشارد هذا قد أصابه في أكثر الأماكن غموضًا، أو على الأقل بُعدًا، من بين أماكن إقامته الكثيرة.,12,غير موجود,لا حد لعدد الكلمات المطبعية,,,تمييز,,,,1.0,Samar,1.0,,,,,,W,,S,,
45,20300530019,أذْرَبيجان: أرض واسعة الأرجاء اسمها القديم «أتروباتان» Atropatène،,12,غير موجود,,,,,مفردات فصيحة - سامر ٣,,,1.0,Samar,1.0,,,,,,,,,V,
46,20300580015,لكن مع الأسف، لم يكن كلُّ شيءٍ في الحديقة على ما يرام، ولم يتحقَّقِ النموُّ الموعود قطُّ.,12,غير موجود,,,,,(بل - بلى - أجل - قط),,,1.0,Samar,1.0,,,,,,,,,V,
47,20400010042,وَأْمُرْ.,8,غير موجود,,,سوابق أخرى: سين الاستقبال ، واو الاستئناف، فاء العطف,,,,,1.0,Samar,1.0,,,,,,,M,,,
48,20400020051,وَسَتَجْلِسُ مِن هَذِهِ الْلَحْظَةِ في الصَّفِّ الْأَوَّلِ، أَماميَ هُنا، فَأَنْتَ فَخْرُ هَذا الْفَصْلِ بَلْ فَخْرُ الْوَطَنِ كُلِّهِ!,14,غير موجود,,,,التوكيد المعنوي,,,,1.0,Samar,1.0,,,,,,,,S,,
49,20400020055,وَقَدْ كانَ لِذلِكَ أَثَرٌ كَبيرٌ في نَفْسِيَّتي وَنَفْسِيَّةِ والِدَتي.,13,غير موجود,,,,,كلمات تصف حالات نفسية عميقة مثل الاكتئاب، الضياع، الاستنفار النفسي,,,1.0,Samar,1.0,,,,,,,,,V,
50,20400060090,اذْكُرْ دَليلًا يُؤَكِّدُ عدم التمييز بين النّاسِ عِنْدَ اللهِ تَعالى.,7,غير موجود,,أفعال/أسماء معتلة الآخر,فعل الأمر المفرد,,,,,1.0,Samar,1.0,,,,,O,,M,,,
51,20400290076,وأفكرُ فيهِ، وَأَرُدُّ عَليهِ.,8,غير موجود,,,سوابق أخرى: سين الاستقبال ، واو الاستئناف، فاء العطف,,,,,1.0,Samar,1.0,,,,,,,M,,,
52,20400570041,الانتساب.,12,غير موجود,,,,,مفردات فصيحة - سامر ٣,,,1.0,Samar,1.0,,,,,,,,,V,
53,20500120018,شاعت الرسوم الهزلية في بريطانيا في القرن التاسع عشر.,12,غير موجود,,,,,مفردات فصيحة - سامر ٣,,,1.0,Samar,1.0,,,,,,,,,V,
54,20500140011,يشمل المناخ أيضاً إحصاءات خلاف المعدل (أو المتوسط)، كحجم الاختلافات من يوم ليوم أو من سنة لسنة.,14,غير موجود,,,,,مفردات قانونية، علمية، دينية، سياسية،... غير متخصصة/عامة,,,1.0,Samar,1.0,,,,,,,,,V,
55,20600240003,وَقَالَ مَعْهَدُ بُحُوثِ السَّرَطَانِ فِي بِرِيطَانْيَا إِنَّ 3.4 برِيطانِيٍّ مِنْ بَيْنِ كُلِّ 100 أَلْفٍ يَلْقَوْنَ حَتْفَهُمْ مُتَأَثِّرِينَ بِإِصَابَتِهِمْ بِأَخْطَرِ أَنْوَاعِ سَرَطَانِ الْجِلْدِ ، وَالَّذِي يُعْرَفُ بِاسْمِ السَّرَطَانِ الْأَسْوَدِ ، بِالْمُقَارَنَةِ بِنَحْوِ بِرِيطَانِيَّتَيْنِ مِنْ بَيْنِ كُلِّ 100 أَلْفِ سَيِّدَةٍ بِرِيطَانِيَّةٍ ،,14,غير موجود,,,,,مفردات قانونية، علمية، دينية، سياسية،... غير متخصصة/عامة,,,1.0,Samar,1.0,,,,,,,,,V,
56,20600410008,"كَمَا أَصْدَرَ قَصْرُ كِينْسِنْغِتُونْ ، مَقَرُّ إِقَامَةِ وِيلْيَامْ وَكِيتْ ، بَيَانًا جَاءَ فِيهِ أَنَّ : "" الْمَلِكَةَ وَدُوقَ أَدِنْبِرَةَ وَأَمِيرَ وِيلْزْ وَدُوقَةَ كُورُنُوُولْ وَالْأَمِيرَ هَارِي وَكُلَّ أَعْضَاءِ الْعَائِلَةِ الْمَالِكَةِ بَلَغَهُمْ الْأَنْبَاءُ وَيَشْعُرُونَ بِسَعَادَةٍ بَالِغَةٍ "" .",13,غير موجود,,,,,كلمات تصف حالات نفسية عميقة مثل الاكتئاب، الضياع، الاستنفار النفسي,,,1.0,Samar,1.0,,,,,,,,,V,
57,20600470005,وَقَالَ يُوتْشِي مَاسُوزُويْ وَزِيرُ الصِّحَّةِ الْيَابَانِيُّ فِي مُؤْتَمَرٍ صَحَفِيٍّ نَقَلَهُ التِّلِفِزْيُونُ إِنَّ الْمُصَابِينَ الثَّلَاثَةَ عَادُوا إِلَى الْيَابَانِ عَبْرَ دِيتَرْوِيتْ يَوْمَ الْجُمْعَةِ بَعْدَ أَنْ قَضَوْا وَقْتًا فِي كَنَدَا .,14,غير موجود,,,,,مفردات قانونية، علمية، دينية، سياسية،... غير متخصصة/عامة,,,1.0,Samar,1.0,,,,,,,,,V,
58,20600700022,وَيَتَوَفَّرُ لِلْبَرْنَامَجِ عَلَى أَرْضِ الْوَاقِعِ أَقَلُّ مِنْ نِصْفِ هَذِهِ الْمُتَطَلَّبَاتِ ( 48 % ) .,13,غير موجود,,,,,الرموز (ش.م.),,,1.0,Samar,1.0,,,,,,,,,V,
59,20800190071,أشعر بحالة سيئة وغثيان .,9,غير موجود,,,,,مفردات تصف حالات مزاجية وشعورية إيجابية وسلبية مثل الفرح، السعادة، الغضب، الأسف، الحسرة,,,1.0,Samar,1.0,,,,,,,,,V,
60,20800200082,هل تتوقف هذه الحافلة بالقرب من الفندق ؟,7,غير موجود,,,,أداة الاستفهام هل,,,,1.0,Samar,1.0,,,,,,,,S,,
61,30100430002,لقد كان النقد الأدبي سابقًا للتاريخ الأدبي، فمن الطبيعي أن يكون خالق الأدب ناقدًا،,15,غير موجود,,,,,المفردات المتخصصة التي لا تكفي معرفة الكلمة وحدها لفهمها، وإنما يحتاج إلى معرفة الفكرة/المفهوم لفهمها,,,1.0,Samar,1.0,,,,,,,,,V,
62,30100440030,أُقر أن الأمر صار هَوَسًا بالنسبة لي.,10,غير موجود,,,,"كان وأخواتها, إن وأخواتها",,,,1.0,Samar,1.0,,,,,,,,S,,
63,30100700029,فما يراه العقل — كما ذهب سقراط — هو نفسه العلم بحقائق الأشياء، ومن ذا الذي يرفض أن يُعامِل الأشياء على حقائقها؟,16,غير موجود,,,,,مفردات فصيحة - سامر ٥,,,1.0,Samar,1.0,,,,,,,,,V,
64,30100750019,وأمَّا الثنوية المعتدلة فتقول بمبدأ واحد وأصل واحد قديم وأزلي هو إله الأنوار الأعلى، ثم إنَّ هذا الإله الأعلى قد خلق إلهًا أدنى منه مرتبةً قام بدوره بخلق العالم المادي.,17,غير موجود,,,,,مفردات عِلمية وتراثية غير متداولة اليوم وغير مألوفة لغير المتخصص المبتدئ,,,1.0,Samar,1.0,,,,,,,,,V,
65,30100910049,وَهَبَ السَّلَامَ إِلَى الْقُلُوبِ مُؤَاسِيًا وَرَأَى الْحُرُوبَ سَفَاهَةً وَضَلَالَا,13,غير موجود,,,,,كلمات تصف حالات نفسية عميقة مثل الاكتئاب، الضياع، الاستنفار النفسي,,,1.0,Samar,1.0,,,,,,,,,V,
66,30100960046,وتُزرع على جوانبه الذرة،,10,غير موجود,,,المبني للمجهول,,,,,1.0,Samar,1.0,,,,,,,M,,,
67,30100980022,ثم لا زلتُ أذكر ولا يمكنني أن أنسى يومَ كان هذا ال «سيدنا» ينيب كل واحد منَّا في أن يقرأ في البيوت «ربعًا»، حتى يستريح هو من عناء القراءة، ويأخذ مرتبه من الفلاحين المساكين زورًا وبهتانًا وغشًّا،,13,غير موجود,,,,,كلمات تصف حالات نفسية عميقة مثل الاكتئاب، الضياع، الاستنفار النفسي,,,1.0,Samar,1.0,,,,,,,,,V,
68,30101040012,ولما فعلت ذلك لو أنها شاءَت أن تدرك مبادئ علم الاجتماع الطبيعي كما ينبغي أن يكون.,15,غير موجود,,,,,المفردات المتخصصة التي لا تكفي معرفة الكلمة وحدها لفهمها، وإنما يحتاج إلى معرفة الفكرة/المفهوم لفهمها,,,1.0,Samar,1.0,,,,,,,,,V,
69,30101170048,لكن ها هو ذا خبرٌ سعيد لأولئك الذين يُحاولون بصعوبةٍ أن يشعروا بالسعادة: مهما كانت ميولنا الفطرية، نستطيع جميعًا بلوغ قدرٍ أكبر من السعادة والصحة بإجراء تغييرات صغيرة نسبيًّا في الطريقة التي نرى بها أنفسنا والعالم.,13,غير موجود,,,,,كلمات تصف حالات نفسية عميقة مثل الاكتئاب، الضياع، الاستنفار النفسي,,,1.0,Samar,1.0,,,,,,,,,V,
70,30101530014,الثورة! ...,4,غير موجود,,,,,,آخر - محتوى,,1.0,Samar,1.0,,,,,,,,,,C
71,30200140010,عند انخفاض ضغط الدم  (أ) يزداد افراز Adh و يقل الالدوستيرون  (ب) يقل افراز Adh و يزداد الالدوستيرون  (ج) يقل افراز Adh و يقل الالدوستيرون  (د) يزداد افراز Adh و يزداد الالدوستيرون,14,غير موجود,,,,,مفردات قانونية، علمية، دينية، سياسية،... غير متخصصة/عامة,,,1.0,Samar,1.0,,,,,,,,,V,
72,30200460005,يتمركز نطاق الأوزون في الغلاف الجوي في طبقة :  (أ) الترويوسفير  (ب) الستراتوسفير  (ج) الميزوسفير  (د) الثيرموسفير,14,غير موجود,,,,,مفردات قانونية، علمية، دينية، سياسية،... غير متخصصة/عامة,,,1.0,Samar,1.0,,,,,,,,,V,
73,30200460012,دولة يسود على سواحلها ضباب البحر :  (أ) تشيلي  (ب) الصين  (ج) الارجنتين  (د) الولايات المتحدة الامريكية,12,غير موجود,,,,,مفردات فصيحة - سامر ٣,,,1.0,Samar,1.0,,,,,,,,,V,
74,30400010051,ويمارس الشعب هذه السيادة عن طريق الاستفتاءات وعن طريق ممثليه المنتخبين.,14,غير موجود,,,,,مفردات قانونية، علمية، دينية، سياسية،... غير متخصصة/عامة,,,1.0,Samar,1.0,,,,,,,,,V,
75,30400020025,كما تكفل الدولة الخدمات التعليمية والثقافية لمواطنيها، والتعليم إلزامي ومجاني في المراحل المبكرة المحددة والمنصوص عليها في القانون، كما وضع القانون الخطة اللازمة لمكافحة الأمية.,14,غير موجود,,,,,مفردات قانونية، علمية، دينية، سياسية،... غير متخصصة/عامة,,,1.0,Samar,1.0,,,,,,,,,V,
76,30400040022,تستعمل المؤسسات الاتحادية والمؤسسات الرسمية في إقليم كردستان اللغتين .,14,غير موجود,,,,,مفردات قانونية، علمية، دينية، سياسية،... غير متخصصة/عامة,,,1.0,Samar,1.0,,,,,,,,,V,
77,30400050044,العمل حق لجميع المواطنين وعلى الدولة ان توفره للاردنيين بتوجيه الاقتصاد الوطني والنهوض به. ,14,غير موجود,,,,,مفردات قانونية، علمية، دينية، سياسية،... غير متخصصة/عامة,,,1.0,Samar,1.0,,,,,,,,,V,
78,30400070029,حرية إبداء الرأي قولاً وكتابة وحرية الطباعة وحرية الاجتماع وحرية تأليف الجمعيات كلها مكفولة ضمن دائرة القانون.,14,غير موجود,,,,,مفردات قانونية، علمية، دينية، سياسية،... غير متخصصة/عامة,,,1.0,Samar,1.0,,,,,,,,,V,
79,30400150041,تحمي الدولة كرامة الذات البشرية وحرمة الجسد، وتمنع التعذيب المعنوي والمادي. ولا تسقط جريمة التعذيب بالتقادم.,15,غير موجود,,,,,المفردات المتخصصة التي لا تكفي معرفة الكلمة وحدها لفهمها، وإنما يحتاج إلى معرفة الفكرة/المفهوم لفهمها,أفكار رمزية، مجردة، عِلمية، أو شعرية وتحتاج إلى معارف لغوية ومعرفية سابقة للبناء عليها لأجل فهمها,,1.0,Samar,1.0,,,,,,,,,V,C
80,30600050003,2 فَاجْتَمَعَ إِلَيْهِ جُمُوعٌ كَثِيرَةٌ، حَتَّى إِنَّهُ دَخَلَ السَّفِينَةَ وَجَلَسَ. وَالْجَمْعُ كُلُّهُ وَقَفَ عَلَى الشَّاطِئِ.,14,غير موجود,,,,التوكيد المعنوي,,,,1.0,Samar,1.0,,,,,,,,S,,
81,30900070028,وَكَأَنَّمَا أَقِصَ الإِكَامَ عَشِيَّـةً بِقَرِيبِ بَيْنَ المَنْسِمَيْـنِ مُصَلَّـمِ,19,غير موجود,,,,,مفردات عِلمية وتراثية غير متداولة اليوم وغير مألوفة لغير المتخصص الباحث,,,1.0,Samar,1.0,,,,,,,,,V,
82,10100080032,الجمل صابر,3,غير موجود,,,سوابق: ال التعريف,,,,,1.0,Samar,1.0,,,,,,,M,,,
83,10100100016,ممكن.,2,غير موجود,,,,,مفردات متشابهة مع العامية - سامر ١,,,1.0,Samar,1.0,,,,,,,,,V,
84,10100170008,مر على جماعة من المسلمين، رآهم يتبادلون الحديث في حب ومودة،,10,غير موجود,,,,جملة الصلة وجملة الصفة- جملة الحال-جملة المفعول به,,,,1.0,Samar,1.0,,,,,,,,S,,
85,10100260067,تكلم!,6,غير موجود,,,الفعل الماضي المفرد والجمع,,,,,1.0,Samar,1.0,,,,,,,M,,,
86,10400100019,الْجَدُّ:	هُناكَ مَنازِلُ بُنِيَتْ مِنْ سَعَفِ وَجَريدِ النَّخيلِ، وَأُخْرى مِنَ الطّينِ وَالصّوفِ وَالْحَصى.,10,غير موجود,,,المبني للمجهول,,,,,1.0,Samar,1.0,,,,,,,M,,,
87,20300020014,واجمعوا من حديقتي أوراق الكرنب.,8,غير موجود,,,"سوابق أخرى: سين الاستقبال ، واو الاستئناف، فاء العطف, فعل الأمر الجمع",,,,,1.0,Samar,1.0,,,,,,,M,,,
88,20400480008,التَّفْكيرُ قُوَّةٌ مُتَجَدِّدَةٌ: تُفيدُ الْمُعَلِّمَ وَالْمُتَعَلِّمَ عَلى حَدٍّ سَواءٍ، فَالتَّفْكيرُ هُوَ الْأَساسُ الْأَوَّلُ في الْإِنْتاجِ، وَيَأْتي الِاعْتِمادُ عَلَيْهِ قَبْلَ الِاعْتِمادِ عَلى الْمَعْرِفَةِ.,14,غير موجود,,,,,مفردات قانونية، علمية، دينية، سياسية،... غير متخصصة/عامة,,,1.0,Samar,1.0,,,,,,,,,V,
89,20700010001,وسائل التواصل الاجتماعي لها أضرار وفوائد كثيرة .,11,غير موجود,,,آخر - اشتقاق,آخر - تراكيب نحوية,,,,1.0,Samar,1.0,,,,,,,M,S,,
90,30100190029,فمعظم الناس يتباهَون بالتعبير عن جمالهم الشخصي من خلال ما يرتدونه وطريقة ارتدائهم له، من الرأس حتى القدمين.,12,غير موجود,,,,,مفردات فصيحة - سامر ٣,,,1.0,Samar,1.0,,,,,,,,,V,
91,30500180045,كذلك لا يُفْهَمُ ممّا سبقَ أنّ النبيَّ كانَ لا يحبُّ الحياةَ، فقد كانَ أوّلُ عملٍ قامَ بهِ لما وصلَ المدينةَ البناءَ والإعمارَ، فبنى المسجدَ، ثمّ سوقًا للمدينةِ،,12,غير موجود,لا حد لعدد الكلمات المطبعية,,,,,,,1.0,Samar,1.0,,,,,,W,,,,
92,30900040031,أَو نَقَشتُـم فَالـنَّـقــشُ يَـجـشَـمُـــهُ النَّـاسُ وَفِيهِ الإِسقَـامُ وَالإِبـــرَاءُ,15,غير موجود,,,,,المفردات المتخصصة التي لا تكفي معرفة الكلمة وحدها لفهمها، وإنما يحتاج إلى معرفة الفكرة/المفهوم لفهمها,أفكار رمزية، مجردة، عِلمية، أو شعرية وتحتاج إلى معارف لغوية ومعرفية سابقة للبناء عليها لأجل فهمها,,1.0,Samar,1.0,,,,,,,,,V,C
93,10102420018,"في ""حيفا"" يافا",7,غير موجود,,أفعال/أسماء معتلة الآخر,,,,,,1.0,Samar,1.0,,,,,O,,,,,
94,10300080007,وكانت الشمس مُرسِلة أشِعَّتها القوية على عينيَّ، فحاولت أن ألتفت يَمْنَةً أو يَسْرَةً فلم أستطع إلى ذلك سبيلًا.,11,غير موجود,,,المشتقات على أنواعها,,,,,1.0,Samar,1.0,,,,,,,M,,,
95,10400430007,أَسْتَنْتِجَ أَنَّ التَّفَكُّرَ في خَلْقِ اللّهِ تعالى يُؤَدّي إِلَى مَعْرِفَةِ عَظَمَتِهِ.,12,غير موجود,,,,,مفردات فصيحة - سامر ٣,,,1.0,Samar,1.0,,,,,,,,,V,
96,10400430071,سُلوكي مَسْؤولِيَّتي:,6,غير موجود,,كلمات من ٥ مقاطع (بدون حساب حركات الإعراب),,,,,,1.0,Samar,1.0,,,,,O,,,,,
97,10700020078,الزهور تزدهر في الربيع.,7,غير موجود,,,جمع التكسير,,,,,1.0,Samar,1.0,,,,,,,M,,,
